id,major,number,title,SBC,cmp,section,credit,date,startTime,endTime,instructor
96103,CSE,475,Undergraduate Teaching Practicum,EXP+,TUT,T94,3,APPT,1:00 AM,1:00 AM,Jihoon Ryoo
96104,CSE,475,Undergraduate Teaching Practicum,EXP+,TUT,T95,3,APPT,1:00 AM,1:00 AM,Byungkon Kang
96105,CSE,475,Undergraduate Teaching Practicum,EXP+,TUT,T96,3,APPT,1:00 AM,1:00 AM,Chi Him Wong
96106,CSE,475,Undergraduate Teaching Practicum,EXP+,TUT,T97,3,APPT,1:00 AM,1:00 AM,AMOS OMONDI
96107,CSE,475,Undergraduate Teaching Practicum,EXP+,TUT,T98,3,APPT,1:00 AM,1:00 AM,Staff
95985,CSE,487,Research in Computer Science,,TUT,T90,0 to 6,APPT,1:00 AM,1:00 AM,Arthur Lee
96058,CSE,487,Research in Computer Science,,TUT,T91,0 to 6,APPT,1:00 AM,1:00 AM,Jihoon Ryoo
95990,CSE,487,Research in Computer Science,,TUT,T92,0 to 6,APPT,1:00 AM,1:00 AM,TBA
95984,CSE,487,Research in Computer Science,,TUT,T93,0 to 6,APPT,1:00 AM,1:00 AM,AMOS OMONDI
96059,CSE,487,Research in Computer Science,,TUT,T94,0 to 6,APPT,1:00 AM,1:00 AM,Chi Him Wong
96054,CSE,487,Research in Computer Science,,TUT,T95,0 to 6,APPT,1:00 AM,1:00 AM,YoungMin Kwon
95988,CSE,487,Research in Computer Science,,TUT,T96,0 to 6,APPT,1:00 AM,1:00 AM,Byungkon Kang
95986,CSE,487,Research in Computer Science,,TUT,T97,0 to 6,APPT,1:00 AM,1:00 AM,Antonino Mione
95987,CSE,487,Research in Computer Science,,TUT,T98,0 to 6,APPT,1:00 AM,1:00 AM,Alexander Kuhn
96128,EST,194,Decision-making,QPS,LEC,90,3,MW,5:00 PM,6:20 PM,Mark Whitaker
95963,EST,202,"Introduction to Science, Technology, and Society Studies",TECH,LEC,90,3,MW,3:30 PM,4:50 PM,Anthony Pennings
